pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,Mass_Ratio_q,Mass_Ratio_q_err1,Mass_Ratio_q_err2,a_over_Rs,a_over_Rs_err1,a_over_Rs_err2,Hill_Radius_AU,Hill_Radius_AU_err1,Hill_Radius_AU_err2,v_esc_over_v_orb,v_esc_over_v_orb_err1,v_esc_over_v_orb_err2,Safronov_Number,Safronov_Number_err1,Safronov_Number_err2,log_g_p_cgs,log_g_p_cgs_err1,log_g_p_cgs_err2,pl_type,GMM_cluster_final,first_gmm_max_probs,GMM_2nd_cluster,GMM_2nd_prob
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,HATNet,Published Confirmed,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,2.60544751,5e-07,-4.90E-07,0,0.04042,0.00057,-0.00055,0,18.05766791,0.26901554,-0.26901554,0,1.611,0.024,-0.024,0,0.554,0.092,-0.091,0,0.164,0.027,-0.027,0,,,,,1818,13,-13,0,88.3,1,-1,0,0,5.18,0.07,-0.07,0,68,11,-11,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,,5872,40,-40,0,1.666,0.024,-0.024,0,1.297,0.056,-0.053,0,0.208,0.05,-0.055,0,[Fe/H],4.1079,0.0068,-0.0074,0,3.9,0.8,-0.8,0,0.397,0.003,-0.006,0,,,,,0.000407597,6.970675945340903e-05,-6.92E-05,5.217120914773844,0.1051726041967634,-0.103383256,0.00207794,0.000171091,-0.000174289,0.2068797879723768,0.024560706,-0.024326937,4.327036800973812e+74,4.327036800973812e+74,-4.33E+74,2.7235057222533494,0.073272738,-0.072501266,FHJ,A1,0.99999998,B,2.0459970346804465e-08
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2016,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,2.972086,5.7e-06,-5.70E-06,0,0.04363,0.00121,-0.00064,0,17.82231,1.79344,-1.1209,0,1.59,0.16,-0.1,0,0.783,0.057,-0.057,0,0.242,0.045,-0.061,0,0.09,,,1,1896,66,-42,0,86.2,1.8,-1.8,0,0,5.01,0.21,-0.32,0,93.5,5.7,-5.7,0,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,G0,6002,50,-50,0,1.881,0.151,-0.095,0,1.255,0.107,-0.054,0,0.035,0.08,-0.08,0,[Fe/H],3.993,0.045,-0.045,0,4.66,0.52,-1.12,0,0.269,0.04,-0.04,0,7.57,0.5,-0.5,0,0.00059536,5.034502509172468e-05,-6.67E-05,4.987765278271622,0.2873875355858151,-0.407029827,0.002544903,0.000172106,-0.000165504,0.2614784164700787,0.028449871,-0.032798914,6.912356943405895e+74,6.912356943405895e+74,-6.91E+74,2.8851545517803965,0.063117128,-0.092947259,FHJ,A1,0.9999999792039278,B,2.0793441737919e-08
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2020,HATNet,Published Confirmed,0,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,2.29840551,5.2e-07,-5.20E-07,0,0.02996,0.00043,-0.00012,0,12.016048,0.134508,-0.134508,0,1.072,0.012,-0.012,0,0.724,0.043,-0.043,0,0.727,0.051,-0.051,0,0.041,,,1,1027.8,8.2,-8.2,0,88.73,0.47,-0.27,0,0,9.6,0.185,-0.047,0,143.4,8.4,-8.4,0,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,K,4508,43,-43,0,0.6701,0.0041,-0.0032,0,0.6785,0.0299,-0.0079,0,-0.059,0.036,-0.036,0,[Fe/H],4.615,0.013,-0.013,0,11.1,1.1,-6.9,0,3.165,0.187,-0.046,0,0,2,-2,0,0.00101824,6.16267253982491e-05,-7.53E-05,9.614169648,0.1454245741803357,-0.070307568,0.002089864,7.961084593445262e-05,-7.95E-05,0.3451045241135341,0.016772582,-0.020015856,1.2040811826636545e+75,1.2040811826636545e+75,-1.20E+75,3.193536034,0.027565442,-0.027565442,FHJ,A1,0.999800018,B,0.00019998
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,HATNet,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,4.7869491,1.8e-06,-2.10E-06,0,0.06555,0.0007,-0.00035,0,18.786284,0.571659,-0.369897,0,1.676,0.051,-0.033,0,3.58,0.58,-0.58,0,1.02,0.18,-0.16,0,0,,,0,1930,80,-230,0,87.19,0.52,-0.72,0,0,7.32,0.16,-0.18,0,309,49,-49,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,7394,360,-600,0,1.926,0.06,-0.031,0,1.648,0.058,-0.026,0,-0.069,0.058,-0.075,0,[Fe/H],4.11,0.034,-0.064,0,1.27,0.28,-0.44,0,,,,,77.44,0.55,-0.57,0,0.002072942,0.000337428,-0.000343673,7.318566163218024,0.1413647935135198,-0.231317295,0.005795106,0.000395219,-0.000423035,0.5824987989636127,0.060156634,-0.067588561,3.4303981736029094e+75,3.4303981736029094e+75,-3.43E+75,3.499522036418715,0.072409229,-0.075161133,HJ,A2,0.9999984981017864,C,1.501243848663031e-06
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,HATNet,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,2.74432452,7.9e-07,-6.80E-07,0,0.04739,0.00031,-0.00106,0,20.96083,1.68135,-1.1209,0,1.87,0.15,-0.1,0,6.78,,,0,1.54,,,0,0,,,0,2562,43,-52,0,96.5,1.42,-0.91,0,0,5.45,0.29,-0.49,0,649,,,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,8450,540,-690,0,1.858,0.119,-0.091,0,1.89,0.01,-0.013,0,-0.059,0.075,-0.088,0,[Fe/H],4.181,0.055,-0.063,0,0.6,0.38,-0.2,0,,,,,99.85,0.64,-0.61,0,0.003423177,,,5.484671098937298,0.2710102465704068,-0.372084456,0.0049521,,,0.6025447123809793,,,3.670565880152538e+75,,,3.6817335191574214,,,UHJ,C,0.9934607544901636,A,0.006539246
HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,HATNet,Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,3.92281072,1.02e-06,-1.02E-06,0,0.05287,0.00078,-0.00078,0,15.614137,0.751003,-0.728585,0,1.393,0.067,-0.065,0,0.749,0.064,-0.063,0,0.342,0.057,-0.048,0,0.084,0.052,-0.047,0,1540,32,-30,0,86.44,0.37,-0.36,0,0,8.5,0.34,-0.35,0,82.1,6.5,-6.4,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6350,150,-150,0,1.338,0.065,-0.06,0,1.281,0.057,-0.056,0,0.12,0.2,-0.2,0,[Fe/H],4.293,0.033,-0.035,0,,,,,0.755,0.094,-0.088,0,,,,,0.000557948,5.355233178064769e-05,-5.31E-05,8.496944609348093,0.4011201414576539,-0.431396285,0.003017868,0.00017662,-0.000171941,0.2976995818950734,0.029524937,-0.027417326,8.960059907129313e+74,8.960059907129313e+74,-8.96E+74,2.9807666232148953,0.054952514,-0.05549526,HJ,A1,0.999999161,B,8.391324578669894e-07
HATS-1 b,HATS-1,1,1,1,Transit,2012,HATSouth,Published Confirmed,0,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,3.446459,4e-06,-4.00E-06,0,0.0444,0.0008,-0.0008,0,14.594,1.816,-1.098,0,1.302,0.162,-0.098,0,1.855,0.262,-0.196,0,1.03,0.25,-0.25,0,0.12,0.092,-0.092,0,1359,89,-59,0,85.6,0.6,-1.4,0,0,9.2,0.82,-0.82,0,254.1,33.1,-33.1,0,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,,5870,100,-100,0,1.038,0.128,-0.075,0,0.986,0.054,-0.054,0,-0.06,0.12,-0.12,0,[Fe/H],4.4,0.08,-0.08,0,,,,,,,,,2.52,0.5,,0,0.001795264,0.000271958,-0.000213655,9.198038155,0.6849505449566655,-1.146291375,0.003741554,0.000314342,-0.000264024,0.5061768469260464,0.077390832,-0.070602782,2.590353386464829e+75,2.590353386464829e+75,-2.59E+75,3.4333089838500745,0.089648193,-0.117411741,HJ,A1,0.9999985430217936,C,9.226144225037502e-07
HATS-10 b,HATS-10,1,1,1,Transit,2015,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,3.312846,5.8e-06,-5.80E-06,0,0.04491,0.00074,-0.00074,0,10.861521,0.683749,-0.504405,0,0.969,0.061,-0.045,0,0.526,0.081,-0.081,0,0.7,0.15,-0.15,0,0.501,,,1,1407,39,-39,0,87.79,0.72,-0.72,0,0,8.73,0.29,-0.44,0,67,10,-10,0,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,,5880,120,-120,0,1.105,0.055,-0.04,0,1.101,0.054,-0.054,0,0.15,0.1,-0.1,0,[Fe/H],4.392,0.032,-0.032,0,3.3,1.7,-1.7,0,1.15,0.12,-0.16,0,5.68,0.7,-0.7,0,0.00045589,7.367833135001017e-05,-7.37E-05,8.739576077221614,0.3475978010455227,-0.458218186,0.002396565,0.000201808,-0.000202581,0.2973662220700841,0.04084514,-0.040494153,8.940004442988681e+74,8.940004442988681e+74,-8.94E+74,3.1425252284155643,0.078100849,-0.086385552,HJ,A1,0.9964049501304932,B,0.00359505
HATS-13 b,HATS-13,1,1,1,Transit,2015,HATSouth,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,3.0440499,2.7e-06,-2.70E-06,0,0.04057,0.00041,-0.00041,0,13.585308,0.392315,-0.392315,0,1.212,0.035,-0.035,0,0.543,0.072,-0.072,0,0.377,0.058,-0.058,0,0.181,,,1,1244,20,-20,0,88.55,0.43,-0.43,0,0,9.82,0.18,-0.18,0,78,10,-10,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,5523,69,-69,0,0.887,0.019,-0.019,0,0.962,0.029,-0.029,0,0.05,0.06,-0.06,0,[Fe/H],4.524,0.017,-0.017,0,2.5,1.7,-1.7,0,1.93,0.11,-0.11,0,2.82,0.3,-0.3,0,0.000538625,7.324231829549418e-05,-7.32E-05,9.835376241784166,0.232948897,-0.232948897,0.002288723,0.000145814,-0.000149336,0.2746922182310626,0.028052981,-0.027451478,7.628640985336811e+74,7.628640985336811e+74,-7.63E+74,2.961981628291668,0.062811671,-0.062811671,HJ,A1,0.9999705053431412,B,2.9494646766228833e-05
HATS-14 b,HATS-14,1,1,1,Transit,2015,HATSouth,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,2.7667641,2.7e-06,-2.70E-06,0,0.03815,0.00032,-0.00032,0,11.646151,0.358688,-0.246598,0,1.039,0.032,-0.022,0,1.071,0.07,-0.07,0,1.191,0.098,-0.14,0,0.142,,,1,1276,20,-20,0,88.83,0.66,-0.66,0,0,8.8,0.12,-0.22,0,158,10,-10,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,5346,60,-60,0,0.933,0.023,-0.015,0,0.967,0.024,-0.024,0,0.33,0.06,-0.06,0,[Fe/H],4.484,0.02,-0.02,0,4.9,1.7,-1.7,0,1.682,0.071,-0.126,0,3.8,1.2,-1.2,0,0.001056877,7.388957218777319e-05,-7.39E-05,8.792704719128269,0.1594447325152784,-0.228958719,0.002694401,0.000103894,-0.000103387,0.4029988246088296,0.024534898,-0.025525357,1.6419579202521792e+75,1.6419579202521792e+75,-1.64E+75,3.3907454140808566,0.033822728,-0.039004714,FHJ,A1,0.999736585,B,0.000263415
HATS-15 b,HATS-15,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,1.74748753,9.4e-07,-9.40E-07,0,0.02712,0.00023,-0.00023,0,12.385945,0.44836,-0.44836,0,1.105,0.04,-0.04,0,2.17,0.15,-0.15,0,1.97,0.24,-0.24,0,0.126,,,1,1505,30,-30,0,87.13,0.97,-0.67,0,0,6.33,0.16,-0.16,0,399,26,-26,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G9 V,5311,77,-77,0,0.922,0.027,-0.027,0,0.871,0.023,-0.023,0,0,0.05,-0.05,0,[Fe/H],4.449,0.022,-0.022,0,11,1.4,-2,0,1.57,0.12,-0.12,0,4.18,0.5,-0.5,0,0.002377404,0.00017592,-0.00017592,6.325113955,0.1928368146386988,-0.192836815,0.002509672,0.000101496,-0.000101012,0.4941596454599507,0.035543695,-0.033815773,2.4688176720336767e+75,2.4688176720336767e+75,-2.47E+75,3.6439222161696265,0.04347217,-0.04347217,FHJ,A1,0.9912946190946184,C,0.008622125
HATS-16 b,HATS-16,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,2.686502,1.1e-05,-1.10E-05,0,0.03744,0.00045,-0.00045,0,14.5717,1.68135,-1.68135,0,1.3,0.15,-0.15,0,3.27,0.19,-0.19,0,1.86,0.94,-0.48,0,0,,,1,1592,61,-82,0,83.53,1.37,-0.86,0,0,6.5,0.7,-0.43,0,485,25,-25,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G3 V,5738,79,-79,0,1.238,0.097,-0.127,0,0.97,0.035,-0.035,0,-0.1,0.05,-0.05,0,[Fe/H],4.239,0.079,-0.079,0,9.5,1.8,-1.8,0,0.72,0.26,-0.13,0,6.17,0.22,-0.22,0,0.003216899,0.000220023,-0.000220023,6.503165185261041,0.6716893262313683,-0.515497424,0.003832139,0.000168471,-0.000164449,0.6226830397041196,0.075112855,-0.063912789,3.920022299756475e+75,3.920022299756475e+75,-3.92E+75,3.6808480864099686,0.1033497777650539,-0.103349778,FHJ,C,0.9921358581073731,A,0.007864138
HATS-17 b,HATS-17,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,16.254611,7.3e-05,-7.30E-05,0,0.1308,0.0012,-0.0012,0,8.709393,0.627704,-0.627704,0,0.777,0.056,-0.056,0,1.338,0.065,-0.065,0,3.5,0.85,-0.51,0,0.029,0.022,-0.022,0,814,25,-25,0,89.08,0.26,-0.26,0,0,25.8,1.1,-1.5,0,99.1,4.4,-4.4,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,G V,5846,78,-78,0,1.091,0.07,-0.046,0,1.131,0.03,-0.03,0,0.3,0.03,-0.03,0,[Fe/H],4.416,0.042,-0.042,0,2.1,1.3,-1.3,0,1.22,0.17,-0.17,0,3.73,0.39,-0.39,0,0.001128899,6.248430459469321e-05,-6.25E-05,25.78057405666101,1.1124248925710891,-1.670939815,0.009443195,0.00032567,-0.000320627,0.8918111555483128,0.07343325,-0.066417976,8.040818610011329e+75,8.040818610011329e+75,-8.04E+75,3.739801114193331,0.06606067,-0.06606067,WJ,A2,0.9999653939306912,B,3.460606918156728e-05
HATS-22 b,HATS-22,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,4.7228124,5.2e-06,-5.20E-06,0,0.05025,0.00042,-0.00042,0,10.682177,0.538032,-0.325061,0,0.953,0.048,-0.029,0,2.74,0.11,-0.11,0,3.89,0.45,-0.45,0,0.079,0.026,-0.026,0,858,24,-17,0,87.96,0.21,-0.21,0,0,15.7,0.39,-0.65,0,399,15,-15,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,K V,4803,55,-55,0,0.689,0.028,-0.018,0,0.759,0.019,-0.019,0,0,0.04,-0.04,0,[Fe/H],4.644,0.028,-0.028,0,,,,,3.28,0.25,-0.39,0,0.5,0.5,-0.5,0,0.003444849,0.00016298,-0.00016298,15.682902206859348,0.4301708305779791,-0.6506715,0.005262019,0.00015968,-0.000157012,0.8718841042989719,0.046509436,-0.052100432,7.685497467893797e+75,7.685497467893797e+75,-7.69E+75,3.873751799907091,0.03166389,-0.047094715,HJ,C,0.9712453790019036,A,0.028754551
HATS-23 b,HATS-23,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,2.1605156,4.5e-06,-4.50E-06,0,0.03397,0.00047,-0.00047,0,20.84874,3.3627,-4.4836,0,1.86,0.3,-0.4,0,1.47,0.072,-0.072,0,0.29,0.3,-0.1,0,0.114,,,1,1654,54,-54,0,81.02,0.93,-0.62,0,0,6.08,0.41,-0.26,0,212.3,8.6,-8.6,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,G V,5780,120,-120,0,1.199,0.061,-0.081,0,1.121,0.046,-0.046,0,0.28,0.07,-0.07,0,[Fe/H],4.328,0.044,-0.044,0,4.2,1.5,-1.5,0,0.91,0.2,-0.11,0,4.62,0.49,-0.49,0,0.001251334,7.995674307264278e-05,-8.00E-05,6.092365553537919,0.4201206621505288,-0.321210839,0.002538124,0.000113235,-0.000109444,0.3092644111805916,0.05833591,-0.036871081,9.669730187949329e+74,9.669730187949329e+74,-9.67E+74,3.0224784846756996,0.1880006010884926,-0.141700695,FHJ,A1,0.9999999983723948,C,1.489842906760475e-09
HATS-24 b,HATS-24,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,1.3484978,9e-07,-9.00E-07,0,0.0238,0.001,-0.001,0,15.636555,0.638913,-0.638913,0,1.395,0.057,-0.057,0,2.26,0.17,-0.17,0,1.03,0.15,-0.15,0,0,,,0,2166,53,-53,0,85.97,0.23,-0.28,0,0,4.561,0.027,-0.03,0,,,,,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,,6125,94,-94,0,1.12,0.044,-0.047,0,1.07,0.032,-0.046,0,-0.229,0.058,-0.058,0,[Fe/H],4.37,0.045,-0.045,0,3.7,2,-1.8,0,,,,,,,,,0.002015515,0.000174624,-0.000163153,4.569498346988644,0.2713533148913783,-0.262846641,0.002084484,0.000173567,-0.000157981,0.379355591,0.039759912,-0.034490492,1.4549479011000474e+75,1.4549479011000474e+75,-1.45E+75,3.459147062291524,0.048236929,-0.048236929,UHJ,A1,0.9998791786891612,C,0.00011835
HATS-25 b,HATS-25,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.2986432,4.5e-06,-4.50E-06,0,0.05163,0.0006,-0.0006,0,14.12334,1.1209,-1.1209,0,1.26,0.1,-0.1,0,0.613,0.042,-0.042,0,0.38,0.1,-0.1,0,0.176,,,1,1277,42,-42,0,86.93,0.71,-0.71,0,0,10.03,0.62,-0.62,0,76.8,5,-5,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5715,73,-73,0,1.107,0.069,-0.069,0,0.994,0.035,-0.035,0,0.02,0.05,-0.05,0,[Fe/H],4.347,0.053,-0.053,0,7.5,1.9,-1.9,0,1.03,0.2,-0.2,0,3.88,0.5,-0.5,0,0.000588485,4.533324970439894e-05,-4.53E-05,10.02914924937664,0.6358953384853118,-0.635895338,0.002999901,0.00013994,-0.000137398,0.3176768873281632,0.032772374,-0.029315916,1.0202948663453989e+75,1.0202948663453989e+75,-1.02E+75,2.9809064226466453,0.075083521,-0.075083521,HJ,A1,0.9999946465800418,B,5.353412197992969e-06
HATS-26 b,HATS-26,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.3023881,7.6e-06,-7.60E-06,0,0.04735,0.00133,-0.00068,0,19.61575,2.35389,-2.35389,0,1.75,0.21,-0.21,0,0.65,0.076,-0.076,0,0.153,0.042,-0.042,0,0.245,,,1,1918,61,-61,0,86.2,1.9,-1.9,0,0,5.01,0.27,-0.27,0,73.3,8,-8,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6071,81,-81,0,2.04,0.15,-0.11,0,1.299,0.113,-0.056,0,-0.02,0.05,-0.05,0,[Fe/H],3.936,0.046,-0.046,0,4.04,0.62,-0.94,0,0.218,0.034,-0.034,0,7.48,0.5,-0.5,0,0.000477491,5.950372607910281e-05,-6.96E-05,4.991136026064876,0.3034557629953067,-0.373929594,0.002566068,0.000211635,-0.000206077,0.23252832,0.039009579,-0.035915313,5.466459963397828e+74,5.466459963397828e+74,-5.47E+74,2.7210242976336225,0.1159419914170887,-0.115941991,HJ,A1,0.9999999991248568,B,8.744360225512024e-10
HATS-27 b,HATS-27,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.637038,1.4e-05,-1.40E-05,0,0.0611,0.00068,-0.00068,0,16.8135,2.2418,-1.23299,0,1.5,0.2,-0.11,0,0.53,0.13,-0.13,0,0.18,0.083,-0.057,0,0.581,,,1,1659,66,-46,0,87.3,1.3,-1.3,0,0,7.55,0.42,-0.59,0,51,13,-13,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6438,64,-64,0,1.74,0.17,-0.1,0,1.415,0.048,-0.048,0,0.09,0.04,-0.04,0,[Fe/H],4.107,0.049,-0.049,0,2.3,0.22,-0.22,0,0.379,0.064,-0.064,0,9.32,0.5,-0.5,0,0.000357422,8.850389343762022e-05,-8.85E-05,7.550949263042764,0.4420245636861278,-0.742507377,0.003006499,0.000301914,-0.000329596,0.2468411006253223,0.045902255,-0.049845505,6.160123404212003e+74,6.160123404212003e+74,-6.16E+74,2.7662803898527826,0.1241162194071499,-0.15735303,HJ,A1,0.9999998658429786,B,1.341563283110747e-07
HATS-28 b,HATS-28,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1810781,3.9e-06,-3.90E-06,0,0.04131,0.00053,-0.00053,0,13.383546,0.78463,-0.78463,0,1.194,0.07,-0.07,0,0.672,0.087,-0.087,0,0.48,0.11,-0.11,0,0.202,,,1,1253,35,-35,0,86.17,0.42,-0.42,0,0,9.63,0.42,-0.42,0,97,12,-12,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5498,84,-84,0,0.922,0.04,-0.04,0,0.929,0.036,-0.036,0,0.01,0.06,-0.06,0,[Fe/H],4.476,0.039,-0.039,0,6.2,2.8,-2.8,0,1.67,0.22,-0.22,0,2.6,1,-1,0,0.000690264,9.32818384323139e-05,-9.33E-05,9.634603889963042,0.4358815874250813,-0.435881587,0.002531355,0.000174068,-0.000175383,0.3161440389228421,0.039315869,-0.036666356,1.0104724069057054e+75,1.0104724069057054e+75,-1.01E+75,3.067547657830481,0.075857772,-0.075857772,HJ,A1,0.9999748366481184,B,2.5163325929323416e-05
